text,text_length,original_index,fragment_index,original_text_length,fragment_length,source_type
马小军在我看来就是充满臆想，平时装，遇事怂，幼稚，胆小，懦弱，欺软怕硬的强奸未遂者，,721,279,12,721,42,sentence_fragment
这家里人不喜欢，女神不喜欢，朋友全掰了的青春到底哪阳光灿烂了，,721,279,13,721,31,sentence_fragment
这片到底神作在哪，好在能够引起一代人以及一个群体强烈的共鸣。,721,279,14,721,30,sentence_fragment
马小军的生活就是我们的生活，马小军的朋友就像我们的朋友，马小军身上的缺点就是我们的缺点，,721,279,15,721,44,sentence_fragment
马小军的一切幻想就是我们的幻想。,721,279,16,721,16,sentence_fragment
看到屏幕中的马小军打架斗殴调皮捣蛋违规乱纪争风吃醋就仿佛看到了我们自己。,721,279,17,721,36,sentence_fragment
阳光灿烂的日子是一段普通的青春，而不是现下所谓的充斥着狗血剧情的青春题材电影。,721,279,18,721,39,sentence_fragment
随着影片结尾古鲁木的一声“傻逼”，我们才意识到我们的青春已经结束了，更悲哀的,721,279,19,721,38,sentence_fragment
九段下站是一个位于东京都千代田区，属于东京地下铁、东京都交通局（都营地下铁）的铁路车站。,528,280,0,528,44,sentence_fragment
本站停靠东京地下铁东西线、半藏门线与都营地下铁新宿线。,528,280,1,528,27,sentence_fragment
东西线车站编号为T 07，半藏门线车站编号为Z 06，新宿线车站编号为S 05。,528,280,2,528,40,sentence_fragment
其所在地东京地下铁为九段南一丁目，东京都交通局则为九段北一丁目。,528,280,3,528,32,sentence_fragment
东京都交通局车站副站名为「二松学舍大学前」。,528,280,4,528,22,sentence_fragment
九段下站为地下车站。,528,280,5,528,10,sentence_fragment
东西线是2面2线侧式月台，半藏门线、新宿线各为2面2线，合计3面4线的一岛两侧月台。,528,280,6,528,42,sentence_fragment
东京地下铁与都营地下铁为连续的月台编号。,528,280,7,528,20,sentence_fragment
半藏门线与新宿线共用验票闸口。,528,280,8,528,15,sentence_fragment
另一方面，东西线转乘其他路线是付费区外转乘。,528,280,9,528,22,sentence_fragment
2013年3月15日以前，东京地下铁半藏门线4号线与都营新宿线5号线两月台之间有隔墙分隔，,528,280,10,528,45,sentence_fragment
转乘需先往回到剪票口层再前往目标月台，2013年3月16日起可同月台转乘。,528,280,11,528,37,sentence_fragment
半藏门线只有本站采用侧式月台。,528,280,12,528,15,sentence_fragment
但自2013年3月16日起押上方向月台与新宿线新宿方向月台形成岛式月台构造，,528,280,13,528,38,sentence_fragment
严格上不能再说是侧式月台。,528,280,14,528,13,sentence_fragment
半藏门线月台仅半藏门侧没有中柱。,528,280,15,528,16,sentence_fragment
在2015年度事业计划中，目标在2020年度（平成31年度）改良九段下站的折返线，消除平面交会部分。,528,280,16,528,50,sentence_fragment
各年度1日平均上下车人次如下表。,528,280,17,528,16,sentence_fragment
各年度1日平均上车人次如下表。,528,280,18,528,15,sentence_fragment
店不大 环境一般 但是东西味道还可以。,91,281,0,91,19,sentence_fragment
推荐酱腔骨~~挺香的 喜欢他家的黑芝麻粥干炸丸子很一般 不够干-饼还凑合没什么特别的…,91,281,1,91,43,sentence_fragment
干锅什么的都还好 性价比还算高啦~~朋友小聚瞎吃还是可以的,91,281,2,91,29,sentence_fragment
1975年9月参加工作，1982年8月加入中国共产党。,243,282,0,243,27,sentence_fragment
福州师范高等专科学校（现闽江学院）中文专业毕业，厦门大学法律系国际经济法专业在职研究生学历。,243,282,1,243,46,sentence_fragment
历任中共福州市郊区区委书记，副市长，市委常委、市纪委书记、市委副书记；,243,282,2,243,35,sentence_fragment
中共福建省纪委副书记、福建省监察厅厅长等职。,243,282,3,243,22,sentence_fragment
2011年2月，任中共吉林省委常委、省纪委书记。,243,282,4,243,24,sentence_fragment
2015年1月17日，不再担任中共吉林省委常委、吉林省纪委书记。,243,282,5,243,32,sentence_fragment
2015年2月1日，当选福建省人大常委会副主任。,243,282,6,243,24,sentence_fragment
2017年1月，辞去福建省人大常委会副主任职务。,243,282,7,243,24,sentence_fragment
这里的茶点出品比嘉逸轩或广州酒家还要好吃，份量足，价格不算贵，服务员的服务态度十分好，,64,283,0,64,43,sentence_fragment
唯一美中不足的就是支竹牛肉丸太咸了，,64,283,1,64,18,sentence_fragment
黑白色的教材如果能有彩色图片我想会看得更直观些。,34,284,0,34,24,sentence_fragment
每章后面都有练习题。,34,284,1,34,10,sentence_fragment
来物美走到一楼肯定忍不住要去这家味多美走走，真是香气溢出来满在一层的空气里面。,153,285,0,153,39,sentence_fragment
看看里面的顾客现金支付的居多，就知道这些都是被吸引而来的，而不是象我一样有备而来。,153,285,1,153,41,sentence_fragment
说起来打折卡确实很划算，但是有时候刷卡机就有可能坏掉，所以用卡之前还是要先问问是不是能刷卡。,153,285,2,153,46,sentence_fragment
唉，我上次卡机坏了，只好忍痛把拿好的老婆饼放回去，恨！,153,285,3,153,27,sentence_fragment
逛铜锣湾走到时代广场，上了十楼，排队的人很多，就它了！,87,286,0,87,27,sentence_fragment
和老婆两个人吃了十种小吃，包括虾饺、叉烧包、粉果、肠粉等等香港特色小吃，由于是下午去的，打了7折，,87,286,1,87,49,sentence_fragment
一共才花了不到140！,87,286,2,87,11,sentence_fragment
妈妈锦囊:孩子出汗多是不是病?多汗是儿童比较常见的一个问题。,1259,287,0,1259,30,sentence_fragment
有些家长发现，自己的孩子特别爱出汗，稍微动一下，就已经满头大汗了，,1259,287,1,1259,33,sentence_fragment
就连入睡后仍是可以见到额头上有微微出汗，他们很担心孩子是否生病了。,1259,287,2,1259,33,sentence_fragment
出汗是调节体温和散热的途径广东省妇幼保健院儿科杨东新副主任医师介绍，其实，小儿乃“纯阳”之体，,1259,287,3,1259,47,sentence_fragment
生长发育快，新陈代谢旺盛，体内产热较成人多，而出汗是一个重要的调节体温和散热的途径，,1259,287,4,1259,42,sentence_fragment
再加上汗腺的分泌受植物神经控制，而小儿神经发育尚未完善，大脑皮层对植物神经的调节功能较差，,1259,287,5,1259,45,sentence_fragment
因此，小孩子通常较成人更容易出汗。,1259,287,6,1259,17,sentence_fragment
即使是入睡后，仍是可以见到额头上有微微出汗的现象，不过这一般发生在刚入睡那会，,1259,287,7,1259,39,sentence_fragment
这是因为宝宝在刚开始进入睡后，身体虽然是静下来了，但睡前活动产生的热量还未完全散去，,1259,287,8,1259,42,sentence_fragment
于是便以出汗的形式将这些多余的热量散发出去，所以在他们刚入睡后一两个小时，,1259,287,9,1259,37,sentence_fragment
仍是可以见到额头有微微出汗，但之后就基本上不怎么出汗了。,1259,287,10,1259,28,sentence_fragment
背后可能隐藏一些疾病当然，除了上面提到的生理性多汗外，,1259,287,11,1259,27,sentence_fragment
也有一些孩子出汗多的背后可能是隐藏着一些疾病原因，那么，家长又改如何去辨别呢？,1259,287,12,1259,39,sentence_fragment
出汗的时间如果孩子夜间入睡后汗多，醒后则出汗停止，即中医所说的“盗汗”，,1259,287,13,1259,36,sentence_fragment
那么，除了中医要考虑的“阴虚证”或“气虚证”外，需要警惕孩子是否为结核病或其他慢性消耗性疾病；,1259,287,14,1259,47,sentence_fragment
如果孩子在白天并不炎热也没有怎么运动的情况下，还是不自主地出汗，即中医所指的“自汗”，,1259,287,15,1259,43,sentence_fragment
有一些可能是高热性疾病如发烧、肺炎、风湿热，或一些代谢性疾病如甲亢所引起的。,1259,287,16,1259,38,sentence_fragment
伴随的症状这是一个很重要的参考价值，如小婴儿出现易激惹、,1259,287,17,1259,28,sentence_fragment
烦闹、汗多刺激头皮而摇头出现枕秃（即俗称的小儿脱帽圈），再加上颅骨改变如前囟边较软、,1259,287,18,1259,42,sentence_fragment
颅骨薄、“方盒样”头型、肋骨串珠样突起、手腕脚踝部形成钝圆形环状隆起、,1259,287,19,1259,35,sentence_fragment
“鸡胸样”畸形，“O形”或“X形”腿等，,1259,287,20,1259,20,sentence_fragment
如果是在新生儿期伴有皮肤潮红、多汗、烦躁不安、哭闹、易饿、呼吸急促、心跳快等，在幼儿期伴有脾气急躁、,1259,287,21,1259,50,sentence_fragment
多动、多食、体重明显下降、注意力不集中、突眼、甲状腺肿大等，需警惕是否为甲亢。,1259,287,22,1259,39,sentence_fragment
如果多汗的同时伴有低热、厌食、咳嗽、贫血等症状，需警惕结核病。,1259,287,23,1259,31,sentence_fragment
多汗的部位多汗有全身性多汗和局限性多汗两种，全身性多汗者皮肤表面常是湿润的，,1259,287,24,1259,38,sentence_fragment
多见于感染性疾病和风湿热、甲状腺功能亢进、低血糖症等，,1259,287,25,1259,27,sentence_fragment
局部多汗可由交感神经损伤或异常反应导致小汗腺分泌过多的汗液，常见于手掌、足趾、腋下等部位的多汗。,1259,287,26,1259,48,sentence_fragment
饮食、睡眠、精神状态佳，不必过于担心总之，如果孩子特别爱出汗，如果饮食、睡眠、精神状态都较好，,1259,287,27,1259,47,sentence_fragment
也没有其他异常的话，杨东新说，家长就无需太过于担心，只需要根据气温变化，注意给孩子合理地增减衣服，,1259,287,28,1259,49,sentence_fragment
刚睡下时不要把被子盖得太严实，及时将汗液擦干，以免着凉，,1259,287,29,1259,28,sentence_fragment
同时还要注意适当补充水分及增加新鲜蔬菜水果的摄入，饮食上注意给孩子多吃一些富含锌、,1259,287,30,1259,41,sentence_fragment
一旦在出汗的同时还有其他异常表现时，需要到医院就诊进行评估，完善相应的辅助检查，,1259,287,31,1259,40,sentence_fragment
在明确原发病因的同时，可以带孩子看看中医，中医师会根据孩子出汗的情况给予辨证调理。,1259,287,32,1259,41,sentence_fragment
南方日报记者 李劼 通讯员 林惠芳,1259,287,33,1259,17,sentence_fragment
年少时就知道广州有个地方叫棠下，因为那个地方伟大领袖视察过。,183,288,0,183,30,sentence_fragment
但一直都没有去过，老是感觉那个地方很遥远。,183,288,1,183,21,sentence_fragment
因现在城市发展了，才发觉那个地方并非遥远。,183,288,2,183,21,sentence_fragment
那天早上经过这里，便在这里找吃的。,183,288,3,183,17,sentence_fragment
这家餐厅虽然叫港式餐厅，但出品就不大象港式餐厅。,183,288,4,183,24,sentence_fragment
偶要了一碗牛杂河粉7，包括牛肠，牛肺等。,183,288,5,183,20,sentence_fragment
牛杂煮得过火，过焾，味道一般。,183,288,6,183,15,sentence_fragment
除了粥粉面以外，还供应潮州炒菜。,183,288,7,183,16,sentence_fragment
装修和环境都很一般。,183,288,8,183,10,sentence_fragment
编剧的36个情感结构是指哪36个？,261,289,0,261,17,sentence_fragment
求练习方法和参考书籍。,261,289,1,261,11,sentence_fragment
最近刚读完成为作家这本书，书里刚好提到了，我手打上来：乔治波尔蒂，法国作家，,261,289,2,261,38,sentence_fragment
最为人知的著作是三十六中戏剧情景。,261,289,3,261,17,sentence_fragment
他总结的三十六中戏剧情景有：,261,289,4,261,14,sentence_fragment
1哀求 2援救 3因复仇导致的罪 4亲族间的复仇 5逃亡 6灾祸 7厄运 8反抗 9大胆的企图 10诱拐 11破解谜团 12获取 13亲族间的仇恨 14亲族间的斗争 15奸杀 16疯狂 17致命的疏忽 18无意中因爱犯罪 19无意中伤害骨肉 20为理想献身 21为亲族现身 22为激情牺牲 23被迫牺牲心爱,261,289,5,261,153,sentence_fragment
“巧克力大王”宣布胜选新华社电乌克兰总统候选人、亿万富翁彼得罗·波罗申科25日宣布赢得选举。,442,290,0,442,46,sentence_fragment
这名现年48岁的“巧克力大王”承诺，将推进乌克兰融入欧洲进程，结束东部地区动荡局势，,442,290,1,442,42,sentence_fragment
处理与俄罗斯的关系。,442,290,2,442,10,sentence_fragment
根据乌克兰法律，总统任期为5年。,442,290,3,442,16,sentence_fragment
总统候选人只要在首轮选举中得票率超过50%即可当选。,442,290,4,442,26,sentence_fragment
第一轮投票结果最迟不得晚于6月4日公布。,442,290,5,442,20,sentence_fragment
在宣布赢得乌克兰总统选举后，亿万富翁彼得罗·波罗申科昨日说，打算继续推动乌东部的军事行动，,442,290,6,442,45,sentence_fragment
不会允许乌克兰东部沦为另一个索马里。,442,290,7,442,18,sentence_fragment
波罗申科对在场支持者说，自己获胜表明，多数乌克兰人授权他带领国家继续融入欧洲的进程。,442,290,8,442,42,sentence_fragment
不过，他上任后首要任务是前往乌克兰东部地区，结束当地的“战争和骚乱”。,442,290,9,442,35,sentence_fragment
他表示准备好和反政府武装谈判，并将赦免放下武器的武装人员。,442,290,10,442,29,sentence_fragment
他同时强调，不会和杀人者以及“恐怖分子”谈判。,442,290,11,442,23,sentence_fragment
当一名外国记者向波罗申科提问对俄关系时，波罗申科用流利的英语回答，他坚持乌克兰主权和领土完整，,442,290,12,442,47,sentence_fragment
不会承认克里米亚加入俄罗斯。,442,290,13,442,14,sentence_fragment
不过，他没有提出结束东部动荡局势和重建对俄关系的具体举措。,442,290,14,442,29,sentence_fragment
因为离公司还算近，so以前会经常去买了吃。,133,291,0,133,21,sentence_fragment
有次我还鲜格格的买了回家给老妈吃，O_O哈哈~很爱吃小方，主要那个奶油与众不同，,133,291,1,133,40,sentence_fragment
但是偏爱甜食饿我更爱甜度更高的蛋糕。,133,291,2,133,18,sentence_fragment
O_O哈哈~ 小方适合我那些不能应付甜食饿闺蜜们。,133,291,3,133,25,sentence_fragment
栗子蛋糕也很不错，也是经常会买的一款蛋糕！,133,291,4,133,21,sentence_fragment
很好买来才发现老师上课曾经用过里面的内容,20,292,0,20,20,sentence_fragment
如果现在发生一场类似于6500万年前的小行星撞击地球，人类会灭绝吗？,54,293,0,54,34,sentence_fragment
维基百科的说法：存活下来的都是新闻工作者,54,293,1,54,20,sentence_fragment
一直很喜欢徐小平的书看完后受益匪浅,17,294,0,17,17,sentence_fragment
去了很多次了，现在才想起来点评一下，火锅底料非常好，香啊，看来真的有配方在里面的，,86,295,0,86,41,sentence_fragment
而且底料不是成块状的，真的用的是好油，羊肉很赞，味道很足，还有88的小王八，,86,295,1,86,38,sentence_fragment
都说一份价钱一份货用下来觉得一般。,17,296,0,17,17,sentence_fragment
以前经常大老远跑过去，包子真的很好吃，但是醋的味道不太好。,61,297,0,61,29,sentence_fragment
所以只吃包子，不沾醋。,61,297,1,61,11,sentence_fragment
小菜很便宜，也很好吃。,61,297,2,61,11,sentence_fragment
最近没吃，还挺想去的,61,297,3,61,10,sentence_fragment
听说小肥羊很久了，终于等到机会去吃了一次。,103,298,0,103,21,sentence_fragment
第一次吃这种不用蘸小料的火锅，觉得还挺新鲜的。,103,298,1,103,23,sentence_fragment
汤底味道很浓郁，羊肉还是比较进味。,103,298,2,103,17,sentence_fragment
可惜不应该要手切羊肉，吃不惯这样的，有点厚。,103,298,3,103,22,sentence_fragment
服务还可以，提供围裙，服务员还比较主动。,103,298,4,103,20,sentence_fragment
6人，其中一人晚到的，周3去的，人不多，定位保留了15-20分钟，上来是6份羊肉、牛肉，,181,299,0,181,44,sentence_fragment
还有午餐肉，然后 就是各种豆制品和蔬菜了 ，番茄锅一直是蔬菜类的极品锅，,181,299,1,181,36,sentence_fragment
而且番茄锅基本不用调料也可以很美味的，金针菇 冻豆腐 ，油面筋 ，魔芋丝，冬瓜，白菜，,181,299,2,181,43,sentence_fragment
娃娃菜，海带是大片的那种，味道不好，关键是时间一过就非常难吃了。,181,299,3,181,32,sentence_fragment
没有日本豆腐，总之吃的还算满意的，男生没吃饱就是了,181,299,4,181,25,sentence_fragment
小时候越穷，长大后就越富的3大生肖正所谓“穷人的孩子早当家”，往往那些出身贫寒的孩子，,735,300,0,735,43,sentence_fragment
却更容易早熟，懂得幸福的可贵，行事也会特别的努力。,735,300,1,735,25,sentence_fragment
过早的接触社会并不是没有益处，也许能成就更为可贵的成功。,735,300,2,735,28,sentence_fragment
下面我们就来看看，那些小时候越穷，而长大后就越富有的人吧！,735,300,3,735,29,sentence_fragment
生肖牛属牛的人，生性踏实勤奋，刻苦耐劳，为人谦卑，他们普遍出身于贫寒家庭，骨子里有任劳任怨的精神。,735,300,4,735,49,sentence_fragment
他们意志力坚定，懂得“吃得苦中苦，方为人上人”的真理，在他们眼里，任何成功，都需要努力付出。,735,300,5,735,46,sentence_fragment
这种人内心坚韧，少年越是穷苦，就越能磨炼出过人的能力，长大后的成就就会越大，未来潜力不可限量。,735,300,6,735,47,sentence_fragment
生肖龙属龙的人，天赋异禀，多才多艺，气质不凡，若是其出生于贫寒家庭，一般来说都是好事情，,735,300,7,735,44,sentence_fragment
因为属龙人天生具有傲气，好胜心强，而挫折能使得他们学会谦卑，,735,300,8,735,30,sentence_fragment
懂得甘难辛苦，所以就越能激发出他们心中的斗志，会更加刻苦的学习，为人低调，,735,300,9,735,37,sentence_fragment
而待其长大之后，往往都是百里挑一的人中龙凤，不仅事业发展平步青云，财运更是一发不可收拾。,735,300,10,735,44,sentence_fragment
生肖狗属狗的人，为人谦逊，性格踏实，做事认真负责，决断力强。,735,300,11,735,30,sentence_fragment
若是其出生在贫寒的家庭之中，通常可以获得性格的早熟，磨砺其个性，使其配合度更高。,735,300,12,735,40,sentence_fragment
而这样的经历会使属狗人在未来的人生路上更加的勤奋，更加的踏实，也更容易得到贵人的赏识，,735,300,13,735,43,sentence_fragment
得其助力往往可以更快的打开门路，获得事业上的成功，一跃跻身富人圈，,735,300,14,735,33,sentence_fragment
温馨提示：如有关于个人命理分析、运势预测、事业运程、婚姻感情运、桃花运生旺、,735,300,15,735,38,sentence_fragment
八字合婚可以咨询宋明德老师，私人微信:V66000086 （有偿服务，,735,300,16,735,35,sentence_fragment
请予理解）······西方古老的占卜工具········ 进入神秘塔罗世界，透过塔罗牌的神秘力量，,735,300,17,735,49,sentence_fragment
占卜您的爱情、事业、财运，占卜您的现在与未来！,735,300,18,735,23,sentence_fragment
为您解开未知的运势！,735,300,19,735,10,sentence_fragment
周五去的，昨天在胡椒贝贝上面看到210190的优惠券！,941,301,0,941,27,sentence_fragment
反正是不要自己付钱的公司聚餐，贵就贵吧，省下来滴20也不会给我。,941,301,1,941,32,sentence_fragment
但是同学们一定要前车之鉴呐。,941,301,2,941,14,sentence_fragment
不要像偶这样，一定要去全家先看看优惠券。,941,301,3,941,20,sentence_fragment
话说周五晚上不定位去吃饭，真的是很麻烦。,941,301,4,941,20,sentence_fragment
本来是先去了那家日料yuzu的。,941,301,5,941,16,sentence_fragment
结果被通知说没有位子，不过有一桌定在8点，所以8点前吃完就可以。,941,301,6,941,32,sentence_fragment
已经都快7点了，话说放题真可能1小时里面吃完。,941,301,7,941,23,sentence_fragment
于是只能走出去继续找。,941,301,8,941,11,sentence_fragment
于是走啊走啊，走到了这家做西餐滴yuzu。,941,301,9,941,21,sentence_fragment
因为有空位，于是就定这家了。,941,301,10,941,14,sentence_fragment
之前也没有来DP做过功课，只能瞎点一通，不过整体还可以。,941,301,11,941,28,sentence_fragment
依此评价下：环境：还可以，蛮干净的，就是灯光有点昏暗 - - 好吧 那是情调，是我不懂。,941,301,12,941,44,sentence_fragment
后来人越来越多 很多都是日本人公司聚餐或者家庭聚餐 有点吵 所以感觉也不是很适合情侣2个人~服务：,941,301,13,941,49,sentence_fragment
很热情，进出都会大家齐声打招呼。,941,301,14,941,16,sentence_fragment
也不会因为点很多就态度不好，这点要比有些日式放题料理好太多了就是上菜慢了点，,941,301,15,941,38,sentence_fragment
不过也没办法，西餐好多装盘都要时间，大体都很满意，不会有漏上啊，或者干脆不上这种事情，,941,301,16,941,43,sentence_fragment
菜色：不是经常吃西餐，所以不很懂到底算不算好吃？,941,301,17,941,24,sentence_fragment
不过我很爱这里的甜品，种类不算很多，但是每个吃过来也很够了。,941,301,18,941,30,sentence_fragment
可惜当天没有特色蛋糕，好遗憾。,941,301,19,941,15,sentence_fragment
点了很好看的红酒西洋梨香草冰激凌，但是这个也的确有等很久…,941,301,20,941,29,sentence_fragment
普通的冰激凌都装在小小的咖啡杯里，味道也很浓郁。,941,301,21,941,24,sentence_fragment
点了2个布丁，上海绝赞布丁，和一个 味道简直和珍珠奶茶一摸一样滴 红茶？,941,301,22,941,36,sentence_fragment
布丁都还不错，我爱甜食！,941,301,23,941,12,sentence_fragment
饮料的选择有很多，而且也是算在放题里面的，我有点冰结，有2个选择，,941,301,24,941,33,sentence_fragment
就是广告里面一直有的那个绿色和紫色滴果汁都是都乐的，啤酒，红白葡萄酒也都有，,941,301,25,941,38,sentence_fragment
海鲜拼盘蛮喜欢的，就是虾不够甜。,941,301,26,941,16,sentence_fragment
有个六眼牛肉啊不错，还有个海鲜串烤，炸大明虾也可喜欢，真的很大。,941,301,27,941,32,sentence_fragment
因为同事点的有太多，后面大家饱到都没有点主食吃。,941,301,28,941,24,sentence_fragment
555，好想尝尝这家的意面只能下次了。,941,301,29,941,19,sentence_fragment
PS：这家点单是这样的，如果人均超过210，就按照210收费，不满的就按照实际收费。,941,301,30,941,42,sentence_fragment
有优惠券就是190。,941,301,31,941,10,sentence_fragment
反正肯定都会超过190的啦，因为串烤海鲜一串就要58耶。,941,301,32,941,28,sentence_fragment
还有点单要节制哦，因为如果剩太多，可能要另外付钱滴说。,941,301,33,941,27,sentence_fragment
反正我们么有剩，呵呵呵呵。,941,301,34,941,13,sentence_fragment
媳妇看了好几个月了再有十几天孩子就出生了看她一直在看应该是不错有一定指导和参考作用。,42,302,0,42,42,sentence_fragment
牛排比较地道，号称招牌的福粉很一般，价格贵,21,303,0,21,21,sentence_fragment
对于这种所谓土菜的店我还能说什么呢，都是一个样。,73,304,0,73,24,sentence_fragment
就是辣椒，油，味精，再坏的菜这样一烧也都吃不出来，都一个味了。,73,304,1,73,31,sentence_fragment
反正所谓土菜都一个模式。,73,304,2,73,12,sentence_fragment
外地的亲戚来了，一块在这吃的家宴，要了一个大桌单间，坐16人的那种，他们的海鲜种类挺多，,55,305,0,55,44,sentence_fragment
但是我还是最喜欢小甜点,55,305,1,55,11,sentence_fragment
很多人说和平馆东西好吃我是一点都不觉得名气远比出品大觉得又贵又难吃.随便一家粥粉面店也要比他家要好.位置又窄唯一好处就是有wifi.,66,306,0,66,66,sentence_fragment
这款相机很小巧喜欢性价比很高还有赠品。,19,307,0,19,19,sentence_fragment
老爱的表述能力很强思考性也很强值得一读~~~~~有空还得反复读,31,308,0,31,31,sentence_fragment
沪95后在校情侣联手诈骗“富二代”朋友80余万中新网上海10月11日电(李姝徵宝剑)提审室中，,2774,309,0,2774,47,sentence_fragment
面对检察官坐着的是一个年纪20出头的小姑娘，长发拢成一股马尾，圆圆的脸蛋稚气未脱。,2774,309,1,2774,41,sentence_fragment
她叫刘颖，是一在校大专生，而此时的身份是一起诈骗案的犯罪嫌疑人，她抽泣着向检察官叙述案件的来龙去脉，,2774,309,2,2774,50,sentence_fragment
然而悔恨的眼泪并不能洗去她曾经犯下的违法行径…,2774,309,3,2774,23,sentence_fragment
促好事红线牵起闺蜜和“富二代”室友袁芳是刘颖男友徐东打工认识的同事，刘颖经常会去徐东打工的地方，,2774,309,4,2774,48,sentence_fragment
便也认识了袁芳，两姑娘年纪相仿、志趣相投，不久便成了无话不谈的闺中好友。,2774,309,5,2774,36,sentence_fragment
一次，袁芳去刘颖住的地方找刘玩，也正是这次机会第一次遇到了和刘颖、徐东租住在同一出租屋的薛兵。,2774,309,6,2774,47,sentence_fragment
薛兵和刘颖、徐东同是在校学生，三人自2015年3月底开始一起租住在校外的出租房内，,2774,309,7,2774,41,sentence_fragment
系室友，平时关系也处得不错。,2774,309,8,2774,14,sentence_fragment
在刘颖和徐东看来，薛兵家挺条件不错，就在搬入出租房前，薛兵就花了几万用于装修，,2774,309,9,2774,39,sentence_fragment
另外还购买了二台电视机、一个冰箱、两个空调等家用电器，平时花钱也大手大脚的。,2774,309,10,2774,38,sentence_fragment
薛兵初见袁芳，便对相貌清秀的袁芳一见倾心，便私底下找刘颖，想通过刘颖认识袁芳。,2774,309,11,2774,39,sentence_fragment
刘颖听了薛兵的想法后，表示愿意作个中间人，介绍两人认识。,2774,309,12,2774,28,sentence_fragment
之后，袁芳和薛兵就在刘颖的介绍下认识了。,2774,309,13,2774,20,sentence_fragment
在追求袁芳期间，薛兵会经常约袁一起吃饭、看电影等，为了打动袁芳的芳心，,2774,309,14,2774,35,sentence_fragment
薛兵也出手阔绰，会经常买买礼物送给袁，还委托朋友帮忙买了一个巴黎世家的包送给她。,2774,309,15,2774,40,sentence_fragment
两人一开始挺聊得来，再加上刘颖的极力撮合，不久，两人就确立了恋爱关系。,2774,309,16,2774,35,sentence_fragment
故事发生到这里，刘颖作为牵线人，促成了一桩美事，但因刘颖和男友徐东之后的图谋不轨，,2774,309,17,2774,41,sentence_fragment
接下去发生的事，却令人咋舌。,2774,309,18,2774,14,sentence_fragment
交友不慎把朋友当成赚钱“商机”一次，刘颖、徐东、薛兵三人结伴到韩国济州岛玩。,2774,309,19,2774,38,sentence_fragment
袁芳要求男友薛兵帮她买一些化妆品，刘颖知道薛兵一向都挺懒，便趁机向薛兵出了一个主意：,2774,309,20,2774,42,sentence_fragment
“你就不要去了，因为袁有你的手机定位，如果被她知道你去免税店买，会让你买更多的奢侈品。,2774,309,21,2774,43,sentence_fragment
我和徐东去帮你逛吧，反正对我们来说也是顺便的事！,2774,309,22,2774,24,sentence_fragment
”薛听了刘颖的话就答应了，便独自一个人去玩了，把事情全权交办给了刘和徐。,2774,309,23,2774,36,sentence_fragment
刘颖表面上是热心帮朋友的忙，但其实是支开薛，私下打着其他“歪门邪道”：“我们这边先帮他随便买一点，,2774,309,24,2774,49,sentence_fragment
然后回国以后大量地帮他在淘宝店上买便宜的假货，最后向他实际收取免税店的钱。,2774,309,25,2774,37,sentence_fragment
薛和袁也不知道，而且我们还可以从差价里面赚钱。,2774,309,26,2774,23,sentence_fragment
”两人便在韩国的免税店里买了部分的正品化妆品，告知薛买好后，他们便把这些正品寄回上海，,2774,309,27,2774,43,sentence_fragment
而同时，刘颖也已经在网上买好了大量假货准备到时候一起混在正品中给薛兵，一共80余件化妆品，,2774,309,28,2774,45,sentence_fragment
其中假货约三分之二。,2774,309,29,2774,10,sentence_fragment
之后，刘向薛开价要六万元人民币，薛虽然当时觉得有点贵了，但因为都是女朋友袁芳挑的，,2774,309,30,2774,41,sentence_fragment
为讨女友欢心，也心甘情愿地把钱打给了刘颖。,2774,309,31,2774,21,sentence_fragment
刘颖在这件事上“赚取”了差价2-3万元，而此次甜头，也让刘颖看到了“商机”。,2774,309,32,2774,38,sentence_fragment
刘颖觉得，薛兵这个人也不大识货，钱出的也爽气，而且特别爱为袁芳花钱，其可以趁他俩谈朋友过程中，,2774,309,33,2774,47,sentence_fragment
能够多从薛身上多骗点钱，,2774,309,34,2774,12,sentence_fragment
刘颖、徐东的贪念和小聪明使其在之后的事情中多次得手，但也一步步将自己推向罪恶的深渊。,2774,309,35,2774,42,sentence_fragment
伪“和事佬”真诈骗犯从薛和袁就确立了恋爱关系之后，两人之间一旦有什么矛盾，薛就会来找刘颖帮忙讲和，,2774,309,36,2774,49,sentence_fragment
而通常这些矛盾最终都可以依靠买名牌包包、,2774,309,37,2774,20,sentence_fragment
一边是出售阔绰的富家子弟，一边是爱慕虚荣的好闺蜜，,2774,309,38,2774,25,sentence_fragment
而刘作为中间人，正是利用了这两人身上的弱点多次行骗。,2774,309,39,2774,26,sentence_fragment
刘颖向薛兵谎称，其有一个朋友在香港置地广场做高层，可以买到有折扣的名牌箱包，薛信以为真。,2774,309,40,2774,44,sentence_fragment
每次薛兵和袁芳闹不开心，就会来找刘颖帮忙买包，哄袁芳开心。,2774,309,41,2774,29,sentence_fragment
而实质，这些包是刘颖专门在一家高仿名牌箱包的网店购得，那家店可以开具发票，,2774,309,42,2774,37,sentence_fragment
发票价格可以比实际价格高出十几倍，其就以此骗取薛兵的信任，以发票上的价格向薛兵要钱。,2774,309,43,2774,42,sentence_fragment
起初几次刘颖还处于被动，但当她得手几次后，发现薛兵并不懂辨认名牌包的真伪，,2774,309,44,2774,37,sentence_fragment
